 sample_idx,lead,heart_rate,r_peaks,pr_interval,qrs_complex,qt_interval,rr_interval,st_segment
2011,II,76.744,[ 132  443  753 1068 1387 1698 2008 2320 2634],82.500,117.250,312.750,625.500,99.778
2012,II,61.571,[ 370  765 1159 1547 1937 2327 2709],85.143,127.667,334.333,779.667,120.571
2013,II,51.157,[ 296  775 1241 1713 2179 2642],111.000,175.600,427.600,938.400,104.000
2014,II,57.788,[ 343  762 1178 1591 2000 2416 2835],95.143,168.667,386.667,830.667,104.667
2015,II,62.113,[ 466  767 1364 1675 2283 2585],55.333,120.400,338.800,847.600,127.667
2016,II,75.578,[ 255  565  878 1201 1522 1847 2167 2480 2796],87.556,169.000,393.750,635.250,136.444
2017,II,63.212,[ 343  755 1108 1511 1929 2276 2633],74.286,99.667,326.667,763.333,131.714
2018,II,75.265,[ 218  539  858 1177 1495 1814 2132 2450 2769],76.444,125.000,334.000,637.750,133.778
2019,II,60.809,[ 500  907 1314 1715 2124 2532 2876],76.286,188.333,401.667,792.000,86.000
2020,II,60.997,[ 288  690 1085 1477 1870 2261 2649],33.714,91.333,213.333,787.000,79.143
2021,II,77.545,[ 334  660  981 1307 1623 1918 2208 2510 2814],82.222,140.250,357.000,620.000,82.667
2022,II,63.336,[ 435  818 1194 1577 1947 2323 2709],86.571,120.000,258.000,758.000,66.571
2023,II,90.330,[ 169  428  683  944 1207 1472 1737 1997 2272 2549 2828],74.182,124.600,327.600,531.800,90.000
2024,II,52.426,[ 252  713 1166 1624 2081 2541],88.333,174.400,321.600,915.600,-18.333
2025,II,63.378,[ 251  612  985 1367 1749 2129 2514 2903],98.000,206.571,351.714,757.714,64.857
2026,II,47.981,[ 418  921 1412 1912 2419],54.800,139.500,265.000,1000.500,67.200
2027,II,56.990,[ 325  845 1049 1813 2329 2794],97.600,141.500,299.500,987.600,72.500
2028,II,65.685,[ 264  634 1006 1369 1727 2094 2460 2822],79.500,150.286,379.143,730.857,117.250
2029,II,69.538,[ 259  605  950 1296 1638 1982 2330 2675],40.000,184.000,406.286,690.286,124.250
2030,II,50.328,[ 159  633 1103 1592 2077 2544],98.000,179.500,410.000,954.000,107.200
2031,II,64.404,[ 489  861 1229 1602 1980 2354 2725],75.429,130.333,391.000,745.333,131.714
2032,II,81.362,[ 284  572  742 1153 1725 2016 2305 2592 2877],78.444,130.000,239.500,648.250,57.200
2033,II,68.452,[ 413  766 1118 1468 1795 2130 2489 2872],100.250,156.571,224.571,702.571,10.857
2034,II,52.521,[ 293  743 1196 1655 2117 2578],97.667,211.200,438.800,914.000,102.333
2035,II,95.654,[ 164  497  802 1043 1345 1542 1723 1951 2170 2419 2787],69.273,146.000,318.286,524.600,87.273
2036,II,74.599,[ 163  488  804 1124 1444 1766 2088 2409 2737],67.556,91.500,306.750,643.500,163.111
2037,II,64.304,[ 393  915 1219 1471 1969 2494 2808],69.429,88.000,154.000,805.000,23.000
2038,II,55.830,[ 307  745 1178 1591 2028 2473 2888],82.571,118.000,344.333,860.333,96.000
2039,II,64.351,[ 453  820 1198 1573 1940 2317 2691],71.143,134.000,360.667,746.000,155.429
2040,II,86.357,[ 262  524  898 1244 1569 1842 2089 2335 2577 2821],87.000,124.444,310.667,568.667,129.600
2041,II,58.927,[ 221  624 1033 1447 1857 2266 2665],105.143,133.333,200.667,814.667,5.429
2042,II,53.805,[ 312 1338 1762 2129 2499 2865],86.000,140.500,276.500,1021.200,56.000
2043,II,71.655,[ 224  549  877 1209 1543 1887 2241 2602 2909],73.778,170.000,278.000,671.250,61.000
2044,II,50.914,[ 171  640 1110 1582 2051 2528],94.400,114.500,413.000,942.800,188.333
2045,II,71.444,[ 357  699  938 1381 1729 2074 2424 2767],88.250,193.333,334.000,688.571,-15.250
2046,II,63.552,[ 366  732 1104 1474 1856 2241 2633],92.286,155.000,385.333,755.667,114.857
2047,II,94.327,[ 306  552  808 1061 1311 1565 1822 2083 2335 2591 2851],69.273,125.800,302.400,509.000,91.636
2048,II,60.438,[ 128  474  872 1273 1680 2091 2501 2916],48.333,192.000,541.333,796.571,180.000
2049,II,79.497,[ 236  474  912 1157 1621 1859 2351 2571],86.750,115.000,307.000,667.143,57.000
2050,II,74.669,[ 397  714 1034 1363 1697 2019 2339 2648],89.500,166.857,403.714,643.143,87.250
2051,II,85.659,[ 359  635  917 1195 1471 1752 2036 2312 2596 2881],73.600,120.444,272.222,560.444,61.800
2052,II,123.581,[ 275  471  629  857 1107 1304 1477 1641 1822 2027 2219 2493 2663],76.909,175.556,248.222,398.000,-0.154
2053,II,70.185,[ 246  588  936 1284 1624 1965 2305 2640],60.750,119.714,328.571,684.000,129.000
2054,II,83.348,[ 266  545  819 1096 1370 1652 1953 2270 2570 2863],90.800,146.000,346.222,577.111,94.222
2055,II,67.660,[ 372  737 1062 1437 1853 2239 2555 2876],79.000,174.286,418.571,715.429,110.571
2056,II,59.622,[ 464  877 1299 1722 2136 2553 2892],58.571,218.000,327.600,809.333,11.000
2057,II,68.888,[ 271  613  963 1319 1666 2015 2361 2710],77.500,129.429,341.143,696.857,119.250
2058,II,42.016,[ 559 1133 1699 2277 2844],87.200,161.000,437.500,1142.500,142.500
2059,II,72.108,[ 376  707 1046 1378 1710 2046 2390 2707],72.286,117.000,250.000,666.000,77.143
2060,II,76.173,[ 219  537  860 1178 1495 1808 2119 2431 2740],74.889,162.857,361.143,630.250,92.889
2062,II,77.557,[ 326  643  951 1274 1592 1883 2174 2483 2805],87.111,120.500,318.500,619.750,99.111
2063,II,73.655,[ 249  523  911 1181 1565 1900 2180 2519 2908],65.778,145.333,231.714,664.750,31.000
2064,II,80.520,[ 227  521  816 1109 1396 1690 1994 2307 2609 2911],77.000,86.889,295.333,596.444,112.222
2065,II,51.926,[ 312  758 1227 1701 2155 2624],82.000,239.200,506.000,924.800,184.000
2066,II,81.442,[ 277  582  852 1128 1507 1813 2106 2392 2658],81.111,124.500,334.750,595.250,96.667
2067,II,58.520,[ 334  756 1159 1530 1945 2301 2828],99.143,209.667,426.333,831.333,109.000
2068,II,61.936,[ 192  575  941 1322 1765 2159 2547 2913],79.750,146.286,342.286,777.429,85.429
2069,II,66.326,[ 189  534  888 1237 1606 1989 2367 2725],67.143,138.667,393.000,724.571,165.250
2070,II,92.639,[ 328  593  855 1116 1377 1632 1886 2142 2401 2660],95.000,123.111,287.111,518.222,83.600
2071,II,58.940,[ 317  725 1125 1519 1933 2351 2761],102.571,140.333,425.000,814.667,157.714
2072,II,65.237,[ 427  796 1158 1534 1911 2277 2635],38.857,113.667,333.000,736.000,162.286
2073,II,88.853,[ 298  513  707  917 1331 1640 1853 2258 2652],83.556,133.143,336.857,588.500,122.000
2074,II,111.483,[ 260  484  713  902 1094 1335 1557 1745 1945 2210 2406 2599 2888],68.000,119.600,181.600,438.000,3.000
2075,II,87.001,[ 125  393  672  939 1221 1525 1808 2081 2369 2630 2889],85.600,138.600,323.000,552.800,87.200
2076,II,63.771,[ 251  542  940 1339 1738 2137 2536],50.857,82.667,295.000,761.667,164.857
2077,II,65.564,[ 217  571  933 1302 1673 2041 2407 2780],86.250,186.286,403.143,732.286,95.500
2078,II,98.407,[ 255  456  848 1064 1468 1752 1925 2124 2311 2597 2883],105.273,188.667,392.667,525.600,97.333
2079,II,60.204,[ 372  728 1438 1790 2146 2499],46.667,83.200,323.200,850.800,151.000
2080,II,56.247,[ 350  785 1205 1638 2062 2475 2911],93.429,128.333,209.000,853.667,-16.667
2081,II,65.272,[ 209  580  945 1317 1686 2049 2417 2783],69.000,105.143,367.714,735.429,180.750
2082,II,72.963,[ 191  522  855 1176 1505 1838 2174 2499 2823],99.556,237.500,302.250,658.000,-61.111
2083,II,84.864,[ 209  475  779 1086 1358 1617 1904 2204 2498 2763],82.000,166.222,305.778,567.556,42.800
2084,II,89.560,[ 233  482  735  993 1266 1545 1823 2107 2378 2651 2917],80.000,195.333,321.111,536.800,43.111
2085,II,90.072,[ 178  449  715  979 1244 1509 1772 2034 2299 2569 2843],47.091,108.000,303.400,533.000,140.364
2086,II,83.111,[ 283  574  862 1152 1443 1732 2021 2308 2595 2882],82.200,132.667,279.556,577.556,90.222
2087,II,72.278,[ 405  748 1080 1408 1739 2077 2406 2730],63.250,117.667,360.571,664.286,119.429
2088,II,71.863,[ 398  735 1069 1402 1735 2062 2399 2736],64.250,87.429,312.857,668.000,135.500
2089,II,63.342,[ 369  741 1126 1518 1879 2254 2644],83.429,83.667,315.667,758.333,134.857
2090,II,54.696,[ 461  902 1340 1779 2221 2655],88.333,136.800,355.600,877.600,127.667
2091,II,59.039,[ 482  851 1271 1688 2080 2521],83.333,176.400,380.400,815.600,107.000
2092,II,67.325,[ 362  718 1061 1417 1789 2153 2497 2859],87.750,154.286,355.429,713.429,86.857
2093,II,55.739,[ 364  802 1225 1639 2075 2518],65.000,156.000,421.200,861.600,141.333
2094,II,66.066,[ 266  641 1015 1378 1741 2103 2458 2810],87.000,153.143,390.571,726.857,92.750
2095,II,79.783,[ 317  602  901 1209 1504 1807 2133 2440 2727],88.667,127.250,327.500,602.500,106.667
2096,II,53.480,[ 351  803 1259 1703 2149 2595],75.333,177.600,430.400,897.600,135.333
2097,II,76.691,[ 413  735 1046 1354 1663 1974 2288 2604],67.750,108.000,308.857,626.000,118.500
2098,II,83.161,[ 326  660  941 1225 1507 1791 2073 2358 2641],51.333,173.143,344.286,578.750,102.250
2099,II,83.929,[ 247  538  831 1127 1421 1702 1987 2267 2543 2822],71.600,149.111,332.222,572.222,78.400
2100,II,60.704,[ 273  662 1060 1467 1867 2264 2646],71.143,94.333,355.333,791.000,154.286
2101,II,108.685,[ 307  532  736  943 1186 1382 1640 1864 2063 2324 2541 2756],60.200,96.889,177.556,445.273,27.000
2102,II,100.437,[ 128  372  614  856 1099 1338 1577 1816 2052 2287 2524 2757],76.833,130.545,313.273,478.000,74.833
2103,II,63.490,[ 317  716 1081 1454 1841 2221 2587],63.429,165.667,324.667,756.667,62.286
2104,II,62.500,[ 280  665 1049 1433 1817 2201 2584],85.714,149.667,416.000,768.000,129.143
2105,II,80.214,[ 301  597  894 1186 1486 1785 2090 2395 2695],89.556,97.500,304.000,598.500,66.667
2106,II,71.248,[ 279  615  952 1287 1623 1960 2299 2637],49.000,83.429,131.143,673.714,13.250
2107,II,75.869,[ 205  501  816 1148 1457 1772 2103 2432 2739],81.333,133.250,340.000,633.500,99.556
2108,II,82.181,[ 422  727 1027 1332 1603 1910 2179 2482 2764],46.444,159.667,226.667,585.500,-4.667
2109,II,73.824,[ 232  561  887 1209 1536 1865 2191 2511 2833],86.000,120.000,326.250,650.250,118.667
2110,II,59.033,[ 238  659 1068 1457 1862 2282 2679],70.571,,,813.667,103.714
2111,II,59.191,[ 355  765 1172 1572 1972 2379 2788],98.286,205.333,446.667,811.000,118.000
2112,II,64.751,[ 473  845 1216 1585 1960 2326 2697],48.571,92.000,324.000,741.333,133.714
2113,II,84.125,[ 225  502  786 1068 1346 1624 1905 2188 2481 2796],74.400,151.556,365.778,571.333,109.400
2114,II,93.100,[ 322  587  854 1117 1377 1635 1899 2171 2435 2700 2911],82.000,126.800,336.400,517.800,138.800
2115,II,125.838,[ 175  458  618  861 1035 1226 1444 1613 1834 2011 2212 2382 2535 2722],69.231,,,391.846,
2116,II,74.619,[ 296  704  907 1395 1824 2252 2671 2848],84.500,179.429,407.143,729.143,124.000
2117,II,73.979,[ 396  745  960 1199 1644 2044 2444 2801],65.750,123.429,190.571,687.143,42.000
2118,II,72.424,[ 385  720 1057 1389 1692 2061 2335 2730],50.750,102.857,353.429,670.000,146.500
2119,II,70.468,[ 271  597  939 1285 1613 1958 2317 2657],83.750,111.429,351.714,681.714,156.750
2120,II,62.051,[ 233  626 1007 1399 1788 2174 2554],82.571,192.333,383.000,773.667,78.857
2121,II,60.151,[ 260  660 1058 1457 1857 2255 2654],46.286,137.000,192.000,798.000,0.286
2122,II,82.284,[ 163  461  741 1039 1325 1622 1903 2205 2483 2791],78.444,126.000,243.000,584.000,25.600
2123,II,53.482,[ 518  987 1429 1873 2294 2765],67.000,172.800,448.800,898.800,129.667
2124,II,78.240,[ 132  516  902 1288 1629 1776 2054 2435 2817],86.000,136.333,259.000,671.250,50.571
2125,II,92.794,[ 189  530  873 1214 1390 1551 1894 2242 2592 2763],45.400,113.778,195.556,572.000,35.600
2126,II,58.636,[ 385  795 1207 1618 2021 2427 2841],92.857,189.667,413.000,818.667,124.000
2127,II,77.925,[ 294  602  908 1218 1529 1835 2140 2449 2758],81.556,79.000,286.000,616.000,114.667
2128,II,103.053,[ 128  359  588  818 1050 1285 1517 1750 1986 2221 2455 2690],86.909,99.636,291.091,465.818,112.000
2129,II,63.618,[ 358  728 1114 1491 1862 2238 2622],87.714,96.000,345.000,754.667,151.429
2130,II,65.947,[ 135  499  949 1355 1649 1916 2398 2772],91.429,87.200,335.200,753.429,129.143
2131,II,58.201,[ 350  763 1180 1590 1992 2398 2825],94.571,131.000,366.000,825.000,134.333
2132,II,71.956,[ 217  558  899 1232 1574 1914 2254 2601 2892],64.000,143.750,226.750,668.750,41.000
2133,II,53.190,[ 332  774 1220 1674 2111 2590],87.667,230.000,298.000,903.200,-46.000
2134,II,92.344,[ 298  558  818 1078 1338 1597 1857 2117 2378 2637 2897],77.273,125.200,190.400,519.800,12.000
2135,II,96.835,[ 173  436  697  959 1161 1421 1678 1990 2243 2438 2689],73.273,106.800,240.400,503.200,55.273
2137,II,65.044,[ 268  633  999 1370 1740 2113 2483 2851],59.500,111.714,310.286,738.000,124.500
2138,II,99.329,[ 132  412  580  776 1037 1320 1635 1850 2091 2389 2616 2871],61.000,124.364,314.545,498.000,91.091
2139,II,53.904,[ 297  753 1204 1642 2093 2524],82.333,115.600,322.400,890.800,106.667
2140,II,65.462,[ 163  511  864 1224 1586 1957 2348 2733],80.286,194.000,412.571,734.286,115.250
2141,II,74.923,[ 348  655  966 1288 1619 1947 2264 2586 2912],55.111,113.000,339.250,641.000,138.750
2142,II,58.195,[ 248  641 1061 1482 1887 2313 2724],71.429,173.333,371.667,825.333,76.286
2143,II,60.588,[ 214  739 1171 1552 1790 2346 2752],72.286,186.000,456.000,846.000,127.200
2144,II,60.783,[ 439  829 1247 1639 2034 2441 2811],53.429,105.000,332.000,790.667,127.429
2145,II,70.391,[ 126  464  812 1156 1495 1841 2181 2515 2854],47.750,87.714,327.429,682.000,162.444
2146,II,78.363,[ 231  575  921 1244 1555 1852 2137 2414 2696],88.000,161.750,411.000,616.250,131.333
2147,II,78.473,[ 123  427  740 1049 1358 1667 1972 2274 2577 2876],88.000,132.000,201.556,611.778,19.200
2148,II,80.759,[ 171  472  977 1226 1545 1903 2138 2404 2666],43.778,140.500,207.500,623.750,34.222
2149,II,85.864,[ 292  574  858 1141 1419 1698 1973 2247 2524 2808],84.000,136.000,329.778,559.111,97.800
2150,II,102.688,[ 299  531  765  999 1232 1466 1700 1936 2173 2407 2639 2870],75.667,128.200,197.600,467.455,23.455
2151,II,75.018,[ 202  530  857 1190 1523 1861 2060 2534 2875],71.111,159.429,292.000,668.250,45.250
2152,II,73.713,[ 530  664  982 1515 2036 2429 2919],81.714,161.667,419.333,796.333,149.333
2153,II,87.595,[ 396  670  944 1218 1491 1764 2035 2308 2584 2862],76.400,113.333,341.556,548.000,121.200
2154,II,64.446,[ 267  639 1013 1390 1763 2129 2500 2874],97.500,140.571,372.857,744.857,94.000
2155,II,55.202,[ 330  764 1203 1643 2074 2504],97.000,214.800,437.600,869.600,106.667
2156,II,104.118,[ 148  374  600  828 1062 1295 1529 1761 1989 2218 2450 2684],65.833,77.273,249.091,461.091,118.909
2157,II,62.289,[ 291  672 1057 1450 1832 2216 2603],35.143,130.000,361.000,770.667,131.714
2158,II,82.868,[ 370  676  975 1254 1538 1819 2115 2407 2689],75.333,131.750,356.500,579.750,119.111
2159,II,90.201,[ 243  474  690 1067 1296 1612 1895 2123 2493 2731],50.600,122.000,342.667,552.889,114.667
2160,II,71.361,[ 150  452  762 1166 1479 1854 2199 2540 2862],68.250,131.200,359.200,678.000,114.571
2161,II,65.923,[ 410  992 1292 1795 2088 2444 2739],62.667,134.000,364.000,776.333,90.000
2162,II,63.503,[ 319  732 1106 1470 1845 2224 2590],68.286,118.333,314.333,757.000,98.000
2163,II,66.859,[ 332  669 1011 1362 1705 2050 2420 2862],99.500,176.000,280.571,722.857,58.000
2164,II,68.969,[ 377  728 1092 1456 1783 2117 2461 2816],89.500,300.000,355.143,696.857,-58.750
2165,II,76.293,[ 515  749 1140 1415 1959 2174 2590],69.429,144.000,385.200,691.667,154.333
2166,II,79.513,[ 277  579  885 1184 1484 1789 2092 2387 2692],79.556,127.750,329.000,603.750,97.556
2167,II,56.276,[ 132  601 1021 1448 1861 2275 2695],87.333,144.000,398.400,854.333,155.667
2168,II,62.179,[ 501  900 1232 1652 2051 2413 2831],59.714,146.333,340.000,776.667,115.429
2169,II,69.514,[ 189  530  881 1228 1572 1920 2266 2606],57.143,105.500,340.500,690.571,131.750
2170,II,102.886,[ 220  455  689  922 1155 1389 1623 1858 2091 2322 2554 2786],99.167,141.636,321.636,466.545,68.333
2171,II,124.742,[ 280  418  772  910 1245 1382 1731 1869 2200 2338 2686 2825],44.600,129.333,180.000,462.727,29.000
2172,II,57.463,[ 366  786 1203 1621 2040 2454 2872],114.857,144.000,379.667,835.333,120.667
2173,II,68.382,[ 385  739 1090 1440 1793 2143 2498 2842],76.250,154.286,357.714,702.000,104.000
2174,II,67.057,[ 422  782 1146 1500 1862 2224 2570],75.429,108.333,350.333,716.000,154.571
2176,II,144.209,"[ 124  365  489  730  854 1090 1213 1461 1586 1845 1970 2223 2348 2596
 2720]",43.333,,,370.857,18.000
2177,II,56.518,[ 397 1001 1362 1776 2124 2592],54.667,112.000,389.600,878.000,144.333
2178,II,43.325,[ 501 1047 1604 2155 2717],108.000,242.000,554.000,1108.000,182.400
2179,II,52.161,[ 589 1032 1507 1963 2416 2891],78.333,144.800,408.800,920.800,170.000
2180,II,63.720,[ 315  696 1071 1444 1821 2195 2575],40.571,90.333,316.000,753.333,151.714
2181,II,59.658,[ 423  831 1233 1629 2034 2439 2837],51.714,123.000,255.333,804.667,72.857
2182,II,84.530,[ 182  474  757 1042 1337 1631 1914 2189 2463 2739],55.000,111.778,280.444,568.222,114.600
2183,II,60.125,[ 255  654 1054 1452 1852 2251 2650],48.000,143.200,430.800,798.333,217.600
2184,II,70.098,[ 172  530  884 1114 1588 1943 2296 2651],76.286,151.667,349.667,708.286,87.429
2185,II,60.887,[ 434  822 1228 1641 2045 2413 2802],84.000,302.000,347.333,789.333,-51.000
2186,II,68.638,[ 124  472  829 1183 1532 1877 2229 2572],73.714,130.667,346.000,699.429,117.143
2187,II,69.913,[ 424  768 1111 1454 1797 2140 2484 2827],37.500,80.571,377.714,686.571,182.571
2188,II,52.039,[ 403  865 1329 1792 2251 2709],71.333,142.000,346.800,922.400,116.000
2189,II,56.862,[ 150  577 1010 1431 1848 2271 2683],91.667,158.000,346.400,844.333,63.667
2190,II,102.270,[ 490  782 1005 1158 1384 1600 1818 2112 2372 2636 2912],40.545,136.000,261.000,484.400,88.000
2191,II,60.000,[ 439  839 1239 1638 2038 2439 2839],76.571,197.667,290.000,800.000,-28.667
2192,II,71.904,[ 161  529  860 1190 1474 1849 2185 2517 2846],70.750,102.667,243.333,671.250,60.857
2193,II,50.485,[ 418  895 1375 1849 2322 2795],66.667,118.800,168.800,950.800,-22.667
2194,II,140.506,"[ 192  439  572  812  948 1179 1319 1568 1697 1938 2069 2308 2433 2681
 2804]",32.545,71.667,97.667,373.143,10.923
2195,II,108.422,[ 303  474  751  976 1199 1421 1646 1871 2094 2317 2539 2762],100.333,164.571,329.429,447.091,80.571
2196,II,73.658,[ 157  559  923 1230 1538 1848 2132 2411 2806],83.333,151.000,350.750,662.250,104.222
2197,II,67.944,[ 420  792 1160 1532 1893 2254 2613 2906],83.000,99.143,358.000,710.286,142.571
2198,II,71.208,[ 411  680 1050 1301 1710 2115 2472 2838],57.250,148.667,217.333,693.429,18.500
2199,II,79.588,[ 277  794 1115 1449 1725 1945 2286 2556 2816],68.889,100.333,290.333,634.750,86.500
2200,II,72.828,[ 295  623  957 1287 1613 1946 2277 2602],38.750,110.000,297.000,659.143,58.500
2201,II,79.595,[ 359  656  961 1274 1577 1877 2180 2480 2772],82.889,161.429,370.500,603.250,111.500
2202,II,77.830,[ 172  560  948 1332 1500 1717 2101 2480 2858],49.250,126.500,196.250,671.500,34.667
2203,II,93.391,[ 236  494  752 1010 1269 1528 1786 2044 2300 2554 2806],83.455,78.800,285.000,514.000,118.909
2204,II,66.286,[ 313  669 1009 1365 1741 2105 2472 2850],91.000,141.714,354.000,724.857,92.500
2205,II,100.166,[ 280  509  742  978 1221 1464 1707 1951 2195 2438 2677],125.636,257.800,300.200,479.400,5.091
2206,II,52.646,[ 158  632 1038 1502 2022 2447 2908],46.000,141.600,422.000,916.667,195.667
2207,II,66.996,[ 253  632  986 1348 1713 2075 2424 2763],74.750,114.333,321.000,717.143,84.250
2208,II,74.091,[ 414  750 1076 1382 1717 2048 2376 2684],91.750,147.429,267.143,648.571,81.750
2209,II,65.013,[ 376  746 1115 1483 1849 2220 2591],92.286,137.667,334.333,738.333,89.143
2210,II,60.603,[ 384  805 1219 1635 2043 2417 2769],101.429,198.000,321.000,795.000,57.200
2211,II,136.989,"[ 264  439  614  790  964 1140 1315 1490 1665 1840 2016 2191 2366 2541
 2715 2892]",25.286,139.500,155.500,350.400,-8.615
2212,II,63.925,[ 339  718 1107 1484 1840 2218 2593],90.571,153.333,326.333,751.333,42.286
2213,II,59.246,[ 193  606 1008 1406 1819 2219 2624],104.000,203.333,427.667,810.333,96.000
2214,II,84.692,[ 211  494  778 1059 1335 1620 1913 2198 2477 2762],72.200,73.333,281.556,566.889,113.400
2215,II,70.295,[ 165  508  865 1192 1526 1885 2217 2550 2899],55.750,133.000,347.000,683.500,135.000
2216,II,53.862,[ 469  920 1365 1812 2256 2697],80.000,192.000,467.200,891.200,159.000
2217,II,75.932,[ 385  704 1019 1327 1653 1970 2284 2598],79.750,115.714,326.571,632.286,106.250
2218,II,65.652,[ 471  848 1213 1578 1944 2311 2665],79.143,141.667,332.000,731.333,81.429
2219,II,145.485,[ 368  489  745  867 1127 1248 1501 1622 1881 2002 2211 2387 2644 2765],89.143,,,368.769,13.000
2220,II,83.985,[ 235  517  801 1086 1372 1657 1945 2233 2520 2807],75.000,139.250,312.222,571.556,77.778
2221,II,63.180,[ 308  671 1051 1438 1834 2202 2589],64.571,94.000,307.333,760.333,107.143
