p_peaks,p_onsets,p_offsets,q_peaks,r_onsets,r_offsets,s_peaks,t_peaks,t_onsets,t_offsets,sample_idx,lead,heart_rate,r_peaks,pr_interval,qrs_complex,qt_interval,rr_interval,st_segment
0.069,"[380, 916, 1392, 1800, 2084, 2656, nan, 3826, 4332, 4752, nan]","[428, 998, 1446, 1878, 2184, 2700, nan, 3906, 4410, 4820, nan]",-0.228,"[454, 1052, 1454, nan, 2252, 2712, nan, 3928, 4430, 4872, nan]","[564, nan, 1554, 1988, 2362, 2864, 3392, nan, 4556, 4996, 5368]",-0.602,0.427,"[666, nan, 1636, 2090, 2458, 2924, 3436, nan, 4652, 5098, 5464]","[772, nan, 1792, 2184, 2538, 2966, 3578, nan, 4742, 5178, 5564]",2980,II,102.766,[ 259  545  756  972 1160 1409 1669 2004 2255 2475 2661],70.222,120.333,302.333,480.400,86.667
1.088,"[nan, nan, 3422, 3872, 4302, nan, 5454]","[nan, nan, 3482, 3994, 4390, nan, 5556]",-0.696,"[nan, nan, nan, 3968, 4492, nan, nan]","[nan, nan, 3764, 4246, 4578, 4990, 5738]",-4.346,1.016,"[nan, nan, 3894, 4350, 4562, 5134, 5722]","[nan, nan, 3994, 4390, 4622, 5214, 5788]",2981,II,78.445,[ 416 1292 1861 2039 2264 2473 2848],93.000,182.000,276.000,810.667,69.200
0.103,"[284, 912, 1574, 2240, 2840, 3500, 4152, 4774, 5432]","[398, 1018, 1658, 2302, 2946, 3600, 4220, 4874, 5508]",-0.141,"[328, 1036, 1674, 2322, 2918, 3558, nan, 4846, nan]","[494, 1130, 1770, 2462, 3050, 3700, 4340, 4982, 5668]",-0.453,0.195,"[608, 1260, 1902, 2536, 3216, 3818, 4518, 5088, 5736]","[708, 1350, 1972, 2606, 3294, 3874, 4584, 5218, 5832]",2982,II,74.886,[ 228  548  867 1190 1509 1832 2154 2475 2792],90.667,129.429,334.286,641.000,120.667
0.032,"[394, 1086, 1418, 1834, 2344, 2864, 3190, 3796, 4554, 5066, 5640]","[436, 1118, 1486, 1910, 2436, 2900, 3262, 3868, 4610, 5092, 5664]",-0.052,"[nan, 1168, 1500, 2004, 2404, 2912, 3278, 3814, 4634, nan, nan]","[606, 1276, 1708, 2106, 2502, 3016, 3396, 4004, 4744, 5244, nan]",-0.341,0.065,"[588, 1302, 1778, 2244, 2524, 3072, 3554, 3982, 4724, 5218, nan]","[650, 1344, 1828, 2288, 2576, 3126, 3640, 4050, 4786, 5314, nan]",2983,II,95.293,[ 271  603  820 1020 1239 1495 1688 1967 2336 2586 2890],54.182,129.750,240.500,523.800,38.400
0.042,"[276, 1074, 1864, 2660, 3458, 4254, 5052]","[382, 1178, 1962, 2762, 3564, 4354, 5158]",-0.146,"[322, 1112, 1906, 2708, 3504, 4306, nan]","[478, 1272, 2064, 2864, 3660, 4458, 5260]",-0.101,0.292,"[612, 1402, 2202, 3004, 3792, 4600, 5374]","[752, 1546, 2342, 3136, 3928, 4732, 5522]",2984,II,60.252,[ 226  622 1018 1418 1816 2215 2616],103.143,156.333,429.667,796.667,132.857
0.071,"[332, 1058, 1724, 2412, 3162, 3804, 4492, 5174]","[408, 1122, 1792, 2502, 3230, 3914, 4588, 5260]",-0.383,"[384, 1172, 1766, 2478, 3266, 3886, 4638, nan]","[578, 1254, 2084, 2740, 3398, 4110, 4738, 5422]",-0.167,0.382,"[662, 1360, 2090, 2754, 3488, 4174, 4828, 5554]","[774, 1476, 2260, 2872, 3562, 4262, 4940, 5606]",2985,II,69.335,[ 257  609  949 1304 1660 2005 2342 2681],82.250,187.429,365.143,692.571,73.250
-0.026,"[nan, 1002, 1740, 2530, 3302, 4034, 4790, 5534]","[234, 1042, 1764, 2572, 3382, 4074, 4842, 5630]",-0.118,"[298, 1052, 1818, 2594, 3356, 4090, 4856, nan]","[416, 1182, 1944, 2716, 3482, 4218, 4974, 5716]",-0.298,0.367,"[574, 1322, 2042, 2854, 3642, 4378, 5108, 5738]","[688, 1456, 2220, 2988, 3762, 4488, 5246, 5802]",2986,II,63.410,[ 190  573  953 1339 1722 2090 2468 2840],53.429,124.000,397.714,757.143,126.250
0.163,"[706, 1334, 1934, 2526, 3160, 3856, 4538, 5184]","[780, 1414, 2018, 2612, 3238, 3928, 4608, 5270]",-0.184,"[750, 1384, 1980, 2582, 3204, 3942, 4624, nan]","[880, 1528, 2110, 2708, 3338, 4038, 4716, 5374]",-0.389,0.381,"[996, 1626, 2242, 2832, 3454, 4112, 4824, 5460]","[1088, 1720, 2308, 2926, 3546, 4246, 4936, 5588]",2987,II,75.172,[ 418  735 1033 1332 1644 1993 2333 2659],78.750,121.714,329.143,640.286,106.750
0.096,"[578, 1296, 1962, 2658, 3418, 4072, 4700, 5360]","[674, 1360, 2044, 2734, 3502, 4146, 4786, 5446]",-0.226,"[748, 1450, 2114, 2746, 3566, 4218, 4860, nan]","[832, 1528, 2192, 2888, 3646, 4298, 4940, 5592]",-0.810,0.479,"[946, 1648, 2322, 3000, 3792, 4444, 5058, 5724]","[1072, 1766, 2420, 3114, 3882, 4524, 5170, 5852]",2988,II,70.737,[ 395  743 1075 1423 1802 2128 2448 2776],81.000,88.857,320.857,680.286,127.250
0.112,"[326, 944, 1558, 2182, 2926, 3460, 4080, 4710, 5100]","[386, 988, 1626, 2254, 2972, 3490, 4146, 4734, 5180]",-0.267,"[368, 1014, 1654, 2224, 3086, 3528, 4168, 4784, nan]","[492, 1112, 1734, 2364, 3172, 3620, 4252, 4884, 5412]",-0.130,0.257,"[632, 1266, 1896, 2500, 3266, 3766, 4384, 5034, 5452]","[722, 1296, 1962, 2546, 3298, 3858, 4472, 5094, 5492]",2989,II,79.976,[ 223  536  849 1160 1566 1792 2105 2422 2679],54.444,100.500,302.750,614.000,128.222
0.093,"[614, 1488, 2460, 3428, 4370, 5294]","[704, 1578, 2556, 3528, 4466, 5376]",-0.121,"[678, 1546, 2528, 3582, 4440, nan]","[876, 1760, 2740, 3714, 4656, 5564]",-0.317,0.366,"[1028, 1928, 2904, 3880, 4804, 5728]","[1188, 2066, 3048, 4040, 4954, nan]",2990,II,51.331,[ 403  844 1334 1821 2291 2744],92.333,194.400,504.400,936.400,160.333
0.187,"[584, 1144, 1712, 2268, 2832, 3402, 3960, 4516, 5072, 5640]","[670, 1232, 1800, 2350, 2910, 3476, 4036, 4584, 5148, 5710]",-0.150,"[632, 1188, 1754, 2364, 2874, 3486, 3998, 4556, 5118, nan]","[766, 1338, 1888, 2452, 3014, 3574, 4140, 4700, 5252, 5816]",-0.251,0.175,"[938, 1488, 2048, 2630, 3174, 3758, 4314, 4856, 5412, 5830]","[990, 1564, 2128, 2694, 3244, 3822, 4376, 4934, 5490, nan]",2991,II,85.615,[ 362  643  926 1206 1486 1767 2049 2327 2605 2885],78.600,128.222,363.556,560.667,150.800
0.135,"[236, 936, 1644, 2314, 2934, 3628, 4352, 5056, 5352]","[282, 1022, 1722, 2400, 3026, 3706, 4440, 5138, 5476]",-0.150,"[298, 986, 1744, 2414, 3042, 3670, 4456, 5108, nan]","[444, 1126, 1826, 2502, 3126, 3808, 4540, 5242, 5614]",-0.150,0.182,"[582, 1238, 1952, 2630, 3236, 3932, 4688, 5366, 5784]","[684, 1364, 2062, 2736, 3360, 4046, 4772, 5476, 5852]",2992,II,78.543,[ 206  546  895 1231 1544 1887 2251 2602 2773],84.444,112.000,347.750,641.750,131.111
0.070,"[nan, 758, 1420, 2074, 2730, 3388, 4044, 4694, 5350]","[198, 796, 1462, 2116, 2768, 3432, 4086, 4738, 5392]",-0.099,"[160, 866, 1490, 2180, 2794, 3454, 4164, 4762, nan]","[310, 966, 1624, 2280, 2936, 3596, 4254, 4904, 5558]",-0.568,0.357,"[460, 1098, 1754, 2412, 3060, 3730, 4384, 5022, 5686]","[544, 1200, 1862, 2514, 3174, 3824, 4482, 5144, 5794]",2993,II,73.144,[ 134  463  793 1120 1448 1777 2107 2432 2759],41.500,125.000,359.250,656.250,130.889
0.055,"[980, 1836, 2718, 3624, 4498, 5310]","[1072, 1904, 2800, 3704, 4570, 5394]",-0.156,"[1020, 1874, 2760, 3664, 4588, nan]","[1198, 2064, 2920, 3856, 4688, 5526]",-0.090,0.223,"[1326, 2198, 3084, 3998, 4836, 5722]","[1444, 2298, 3180, 4084, 4942, 5780]",2994,II,55.153,[ 562  991 1431 1884 2320 2739],79.667,164.000,408.400,870.800,152.000
0.358,"[480, 1114, 1734, 2362, 2992, 3610, 4244, 4878, 5508]","[576, 1206, 1830, 2460, 3082, 3710, 4338, 4976, 5606]",-0.008,"[540, 1162, 1784, 2414, 3038, 3664, 4296, 4930, nan]","[714, 1340, 1962, 2590, 3216, 3842, 4472, 5110, 5742]",-3.547,0.989,"[812, 1436, 2052, 2686, 3318, 3940, 4556, 5198, 5812]","[930, 1550, 2178, 2806, 3430, 4056, 4686, 5324, nan]",2995,II,76.437,[ 313  626  936 1251 1563 1875 2191 2509 2825],95.778,177.250,391.500,628.000,91.333
0.071,"[876, 1720, 2558, 3402, 4258, 5100]","[968, 1802, 2636, 3498, 4332, 5200]",-0.078,"[936, 1772, 2608, 3456, 4298, nan]","[1072, 1916, 2754, 3602, 4446, 5296]",-0.681,0.334,"[1204, 2044, 2890, 3712, 4592, 5434]","[1312, 2152, 2972, 3828, 4662, 5530]",2996,II,56.846,[ 508  929 1348 1771 2195 2619],87.000,144.000,371.200,844.400,131.667
-0.105,"[nan, 594, 1394, 2184, 2826, 3494, 4276, 5068, 5668]","[nan, 674, 1448, 2276, 2894, 3542, 4350, 5144, 5700]",-0.212,"[nan, 628, 1460, 2216, 2920, 3552, 4370, 5108, nan]","[330, 774, 1572, 2360, 3002, 3668, 4454, 5252, nan]",-0.340,0.963,"[470, 888, 1688, 2470, 3110, 3784, 4566, 5360, nan]","[500, 990, 1788, 2574, 3212, 3882, 4670, 5466, nan]",2997,II,70.742,[ 121  368  767 1160 1481 1815 2208 2605 2901],65.500,118.286,332.571,695.000,115.500
-0.068,"[816, 1798, 2722, 3662, 4608, 5486]","[862, 1834, 2754, 3702, 4698, 5562]",-0.116,"[988, 1864, nan, 3790, nan, nan]","[1088, 2050, 2972, 3982, 4830, nan]",-0.073,0.458,"[1246, 2202, 3118, 4084, 4986, nan]","[1354, 2314, 3236, 4190, 5098, nan]",2998,II,51.200,[ 524 1006 1463 1942 2395 2869],53.333,159.333,405.333,938.000,142.800
0.129,"[450, 1088, 1694, 2332, 2938, 3560, 4176, 4764, 5336]","[528, 1160, 1782, 2394, 3020, 3656, 4248, 4836, 5412]",-0.086,"[496, 1118, 1798, 2426, 3040, 3674, 4210, 4794, nan]","[624, 1248, 1876, 2500, 3120, 3746, 4344, 4924, 5514]",-0.522,0.224,"[756, 1380, 2018, 2634, 3262, 3884, 4472, 5066, 5646]","[864, 1484, 2114, 2744, 3356, 3986, 4580, 5154, 5734]",2999,II,78.621,[ 294  605  920 1232 1541 1854 2154 2443 2738],77.556,103.250,340.750,611.000,135.778
-0.047,"[398, 1228, 2032, 2858, 3680, 4516, 5338]","[492, 1324, 2136, 2954, 3776, 4614, 5430]",-0.186,"[448, 1286, 2102, 2916, 3742, 4576, nan]","[638, 1596, nan, 3224, nan, nan, nan]",-0.097,0.226,"[704, 1522, 2346, 3166, 3994, 4822, 5642]","[828, 1654, 2466, 3290, 4114, 4944, 5764]",3000,II,58.350,[ 281  695 1102 1511 1923 2340 2749],96.571,269.333,371.000,822.667,-22.000
0.166,"[606, 1316, 1982, 2682, 3386, 4068, 4768, 5494]","[686, 1382, 2082, 2754, 3452, 4140, 4838, 5562]",-0.056,"[740, 1442, 2122, 2812, 3510, 4198, 4900, nan]","[816, 1516, 2190, 2886, 3582, 4268, 4974, 5696]",-0.171,0.002,"[1086, 1538, 2240, 2944, 3598, 4314, 5014, 5718]","[1146, 1564, 2274, 3006, 3628, 4344, 5072, 5742]",3001,II,68.928,[ 391  740 1079 1424 1773 2118 2468 2829],74.250,72.571,187.143,696.571,65.500
0.048,"[278, 934, 1592, 2226, 2932, 3634, 4342, 5006, 5658]","[374, 1028, 1654, 2344, 3018, 3730, 4436, 5090, 5754]",-0.096,"[322, 990, 1662, 2296, 2974, 3686, 4392, 5054, nan]","[462, 1128, 1772, 2428, 3114, 3818, 4522, 5190, nan]",-0.139,0.227,"[582, 1278, 1914, 2558, 3252, 3952, 4652, 5324, nan]","[700, 1360, 2010, 2656, 3346, 4056, 4762, 5428, nan]",3002,II,71.413,[ 212  546  869 1197 1539 1892 2244 2577 2903],91.778,132.250,367.750,672.750,134.750
0.045,"[394, 1258, 2084, 2922, 3746, 4578, 5458]","[478, 1344, 2166, 3010, 3834, 4666, 5538]",-0.192,"[448, 1310, 2136, 2980, 3802, 4626, nan]","[588, 1460, 2284, 3108, nan, 4780, 5658]",-0.168,0.379,"[708, 1566, 2384, 3240, 4062, 4896, 5770]","[832, 1694, 2516, 3358, 4184, 5026, nan]",3003,II,56.875,[ 269  700 1114 1532 1944 2363 2802],85.143,144.000,384.667,844.333,114.333
0.030,"[338, 1438, 2544, 3254, 4294]","[456, 1492, 2584, 3330, 4336]",-0.036,"[382, nan, 2730, 3388, nan]","[714, 1710, 2800, 3612, 4572]",-0.935,0.426,"[886, 1886, 2938, 3784, 4732]","[1004, 1996, 3000, 3898, 4852]",3004,II,50.769,[ 317  814 1389 1764 2244],66.000,208.667,467.333,963.500,163.600
0.006,"[840, 1592, 2374, 3186, 3932, 4774, 5636]","[914, 1672, 2452, 3262, 4008, 4856, 5712]",-0.204,"[886, 1640, 2422, 3230, 3978, 4824, nan]","[nan, nan, 2728, nan, nan, 5132, nan]",-0.144,0.650,"[1136, 1888, 2672, 3476, 4230, 5076, nan]","[1250, 2004, 2786, 3596, 4342, 5190, nan]",3005,II,60.195,[ 487  865 1255 1660 2033 2456 2885],77.429,307.000,364.667,799.333,-56.000
0.036,"[436, 1062, 1658, 2250, 2858, 3494, 4118, 4730, 5148]","[522, 1144, 1736, 2336, 2944, 3594, 4190, 4812, 5202]",-0.226,"[534, 1158, 1702, 2306, 2906, 3542, 4154, 4774, nan]","[626, 1252, 1846, 2442, 3048, 3686, 4298, 4920, 5400]",-0.330,0.571,"[712, 1338, 1938, 2532, 3132, 3770, 4382, 5008, 5486]","[818, 1446, 2038, 2630, 3248, 3884, 4490, 5116, 5528]",3006,II,81.496,[ 290  603  899 1198 1501 1819 2125 2436 2666],80.667,130.250,324.250,594.000,86.667
0.244,"[410, 1224, 2066, 2854, 3642, 4466, 5272]","[494, 1306, 2154, 2940, 3726, 4548, 5358]",-0.241,"[536, 1338, 2198, 2982, 3686, 4592, nan]","[634, 1446, 2294, 3082, 3868, 4692, 5500]",-0.998,0.504,"[742, 1548, 2402, 3196, 3972, 4796, 5600]","[874, 1690, 2540, 3322, 4110, 4934, 5744]",3007,II,59.246,[ 292  698 1122 1516 1908 2320 2724],84.571,114.000,356.333,810.667,105.714
0.452,"[170, 774, 1444, 2018, 2574, 3092, 3640, 4264, 4904, 5562]","[252, 902, 1524, 2118, 2656, 3174, 3722, 4352, 4992, 5646]",-0.013,"[202, 840, 1492, 2076, 2668, 3192, 3738, 4314, 5008, nan]","[350, 976, nan, 2206, 2766, 3424, 3820, 4602, nan, nan]",-0.875,0.463,"[412, 1048, nan, 2316, 2848, 3368, 3922, 4532, nan, nan]","[564, 1166, nan, 2428, 2962, 3484, 4034, 4662, nan, nan]",3008,II,80.576,[ 154  466  792 1085 1357 1617 1891 2203 2524 2851],89.600,159.143,324.286,599.333,43.143
0.163,"[274, 1146, 2026, 2938, 3840, 4742, nan]","[366, 1254, 2146, 3034, 3936, 4846, nan]",-0.031,"[334, 1214, 2110, 2990, 3880, 4820, nan]","[492, 1350, 2246, 3134, 4084, 4962, nan]",-0.186,0.067,"[nan, 1442, 2254, 3308, 4198, 4946, nan]","[556, 1516, 2322, 3442, 4256, 5030, nan]",3009,II,53.287,[ 214  653 1099 1546 1999 2454 2917],102.667,153.333,295.667,901.000,74.400
0.132,"[502, 1308, 2110, 2922, 3736, 4550, 5362]","[578, 1390, 2216, 3018, 3830, 4650, 5464]",-0.140,"[634, 1354, 2168, 3060, 3870, 4604, nan]","[726, 1530, 2348, 3156, 3968, 4788, 5596]",-0.304,0.252,"[832, 1642, 2454, 3260, 4082, 4910, 5704]","[964, 1776, 2588, 3400, 4212, 5032, 5832]",3010,II,59.115,[ 338  743 1151 1554 1961 2371 2774],93.714,137.667,380.333,812.000,110.286
0.125,"[744, 1430, 2114, 2798, 3486, 4160, 4822, 5544]","[814, 1494, 2182, 2862, 3550, 4234, 4922, 5608]",-0.082,"[766, 1450, 2196, 2876, 3510, 4250, 4878, nan]","[942, 1626, 2310, 2998, 3682, 4368, 5056, 5742]",-0.715,0.213,"[1066, 1754, 2454, 3154, 3818, 4520, 5212, 5792]","[1210, 1888, 2576, 3262, 3944, 4636, 5326, 5834]",3011,II,70.029,[ 446  789 1131 1474 1817 2159 2502 2845],71.000,150.857,416.571,685.429,130.750
0.092,"[784, 1612, 2454, 3270, 4098, 4930]","[868, 1708, 2542, 3358, 4192, 5022]",-0.182,"[830, 1668, 2494, 3382, 4216, nan]","[1050, 1832, 2700, 3524, 4362, 5152]",-0.147,0.388,"[1142, 1996, 2818, 3634, 4472, 5298]","[1270, 2104, 2928, 3750, 4580, 5412]",3012,II,57.807,[ 474  894 1307 1718 2137 2550],90.333,175.600,408.400,830.400,123.333
0.034,"[662, 1266, 1896, 2510, 3144, 3724, 4332, 4960, 5570]","[744, 1344, 1966, 2598, 3214, 3818, 4380, 5046, 5680]",-0.183,"[708, 1364, 1924, 2552, 3226, 3780, 4440, 5002, nan]","[890, 1496, 2104, 2732, 3350, 3940, 4548, 5178, nan]",-0.172,0.173,"[1018, 1576, 2232, 2850, 3454, 4048, 4598, 5262, nan]","[1080, 1676, 2292, 2930, 3542, 4138, 4758, 5382, nan]",3013,II,78.014,[ 412  714 1020 1332 1645 1943 2246 2556 2874],80.667,155.250,350.250,615.500,100.000
0.162,"[296, 938, 1600, 2242, 2878, 3534, 4192, 4832, 5464]","[398, 1038, 1694, 2342, 2976, 3634, 4288, 4940, 5562]",-0.175,"[346, 986, 1652, 2292, 2926, 3580, 4236, 4882, nan]","[516, 1158, 1818, 2460, 3098, 3758, 4412, 5052, 5680]",-0.306,0.199,"[622, 1264, 1928, 2560, 3194, 3858, 4510, 5156, 5782]","[728, 1370, 2032, 2670, 3312, 3962, 4612, 5264, nan]",3014,II,74.441,[ 234  555  885 1206 1523 1851 2180 2502 2814],99.556,171.500,381.250,645.000,102.444
0.004,"[362, 1194, 2000, 2780, 3594, 4380, 5136]","[450, 1286, 2088, 2874, 3684, 4464, 5224]",-0.222,"[420, 1258, 2060, 2844, 3648, 4436, nan]","[546, 1382, 2186, 2970, 3784, 4560, 5322]",-0.141,0.777,"[660, 1498, 2294, 3080, 3900, 4674, 5436]","[770, 1608, 2410, 3196, 4008, 4786, 5546]",3015,II,60.379,[ 251  670 1070 1462 1869 2258 2638],89.143,127.000,352.000,795.667,113.143
0.129,"[126, 608, 1094, 1574, 2046, 2522, 2814, 3454, 3962, 4520, 5070, 5564]","[204, 690, 1174, 1654, 2134, 2602, 2926, 3534, 4040, 4602, 5142, 5644]",-0.614,"[264, 746, 1230, 1714, 2192, 2656, 2992, 3590, 4086, 4648, 5204, nan]","[350, 834, 1320, 1798, 2280, 2742, 3082, 3674, 4172, 4734, 5286, nan]",-0.325,0.480,"[428, 922, 1400, 1880, 2358, 2822, 3142, 3754, 4254, 4818, 5370, nan]","[538, 1018, 1500, 1986, 2460, 2926, 3186, 3862, 4366, 4930, 5478, nan]",3016,II,99.069,[ 155  397  638  880 1118 1351 1515 1818 2066 2347 2624 2875],82.667,86.364,266.182,494.545,79.636
0.058,"[648, 1224, 1822, 2436, 3064, 3750, 4436, 5082, 5700]","[746, 1346, 1898, 2502, 3128, 3818, 4502, 5180, 5732]",-0.205,"[706, 1302, 1868, 2474, 3094, 3792, 4464, 5190, nan]","[934, 1482, 2058, 2668, 3322, 3988, 4666, 5318, nan]",-0.251,0.099,"[988, 1570, 2142, 2742, 3386, 4050, 4746, 5458, nan]","[1080, 1672, 2246, 2840, 3474, 4160, 4854, 5540, nan]",3017,II,77.427,[ 414  709  996 1294 1608 1953 2292 2632 2908],76.667,193.250,372.000,623.500,80.750
0.060,"[nan, 748, 1436, 2190, 2896, 3638, 4386, 5156]","[150, 822, 1556, 2284, 2992, 3728, 4486, 5224]",-0.104,"[200, 764, 1528, 2248, 2954, 3698, 4454, nan]","[464, 912, 1648, 2390, 3108, 3826, 4582, 5324]",-0.187,0.287,"[544, 1026, 1786, 2520, 3242, 3952, 4712, 5410]","[578, 1156, 1896, 2642, 3338, 4074, 4824, 5562]",3018,II,69.631,[ 184  432  802 1171 1526 1888 2266 2638],91.714,154.857,380.286,701.143,117.250
0.082,"[612, 1356, 2102, 2820, 3556, 4300, 5024]","[702, 1442, 2186, 2902, 3644, 4388, 5108]",-0.076,"[664, 1406, 2144, 2870, 3604, 4408, nan]","[804, 1546, 2290, 3010, 3750, 4490, 5214]",-0.360,0.156,"[950, 1686, 2422, 3132, 3856, 4636, 5340]","[1060, 1798, 2548, 3260, 4004, 4740, 5468]",3019,II,65.344,[ 384  755 1126 1486 1856 2226 2588],86.000,132.333,385.667,734.667,131.143
0.027,"[nan, 1064, 1366, 2384, 3104, 3458, 3944, 4934, 5666]","[nan, 1118, 1490, 2462, 3168, 3550, 4040, 5014, 5722]",-0.045,"[nan, 1156, 1538, 2498, 3204, 3586, 4120, 5058, nan]","[558, 1254, 1670, 2596, 3302, 3704, 4230, 5154, nan]",-0.223,0.113,"[544, 1418, 1744, 2740, 3466, 3782, 4392, 5308, nan]","[580, 1490, 1782, 2830, 3550, 3826, 4532, 5414, nan]",3020,II,78.580,[ 257  605  814 1273 1627 1838 2080 2554 2910],80.500,107.143,323.429,663.250,115.750
0.173,"[636, 1310, 1996, 2726, 3462, 4150, 4858, 5492]","[730, 1396, 2090, 2810, 3550, 4244, 4958, 5530]",-0.079,"[860, 1536, 2234, 2950, 3602, 4394, 5100, nan]","[968, 1638, 2342, 3056, 3790, 4502, 5204, 5708]",-0.161,-0.025,"[988, 1606, 2356, 3036, 3764, 4476, 5226, 5732]","[1018, 1682, 2382, 3094, 3834, 4538, 5258, 5764]",3021,II,71.447,[ 450  788 1137 1495 1865 2216 2568 2827],84.750,117.714,161.429,679.143,-3.000
0.226,"[226, 1010, 1696, 2468, 3204, 3594, 3914, 4636, 5376]","[320, 1042, 1786, 2510, 3256, 3636, 3978, 4686, 5446]",-0.637,"[390, 1090, 1798, 2562, 3280, 3652, 4034, 4754, nan]","[498, 1168, 1912, 2640, 3380, 3726, 4108, 4872, 5588]",-0.776,-0.062,"[486, 1248, 1958, 2690, 3414, 3916, 4152, 4898, 5820]","[514, 1276, 1988, 2736, 3446, 3978, 4184, 4936, nan]",3022,II,81.331,[ 214  567  940 1304 1674 1845 2039 2409 2778],59.556,93.000,187.250,641.000,76.667
0.191,"[326, 756, 1512, 2156, 2516, 3344, 3982, 4372, 5144]","[420, 804, 1570, 2224, 2662, 3450, 4034, 4490, 5184]",-0.168,"[360, 824, 1614, 2274, 2616, 3464, 4088, 4434, nan]","[552, 966, 1740, 2394, 2800, 3572, 4214, 4624, 5368]",-0.405,0.214,"[536, 1136, 1900, 2518, 2946, 3730, 4376, 4768, 5354]","[592, 1226, 2026, 2662, 3014, 3826, 4490, 4812, 5414]",3023,II,85.202,[ 255  462  849 1173 1377 1763 2084 2291 2663],81.111,148.500,371.750,602.000,114.889
0.055,"[582, 1328, 2050, 2722, 3412, 4168, 4844, 5538]","[678, 1382, 2114, 2808, 3466, 4218, 4886, 5600]",-0.203,"[702, 1414, 2136, 2842, 3532, 4246, 4964, nan]","[832, 1516, 2260, 2952, 3634, 4350, 5068, 5782]",-0.158,0.160,"[920, 1642, 2358, 3084, 3760, 4466, 5196, 5772]","[1000, 1724, 2448, 3154, 3844, 4556, 5272, 5796]",3024,II,67.613,[ 373  730 1091 1442 1790 2146 2503 2858],63.500,110.857,308.857,710.000,100.500
0.033,"[642, 1314, 1914, 2560, 3248, 3880, 4472, 5106, 5704]","[724, 1396, 1988, 2654, 3346, 3966, 4552, 5192, 5732]",-0.211,"[680, 1364, 2006, 2610, 3300, 3928, 4522, 5150, nan]","[878, 1494, 2096, 2760, 3432, 4064, 4650, 5284, nan]",-0.208,0.361,"[928, 1582, 2194, 2852, 3538, 4168, 4756, 5382, nan]","[1010, 1686, 2278, 2946, 3628, 4256, 4840, 5476, nan]",3025,II,76.350,[ 388  726 1025 1352 1697 2011 2304 2621 2911],78.889,137.250,320.000,630.750,92.750
0.161,"[204, 840, 1440, 2076, 2730, 3368, 3994, 4616, 5260]","[284, 922, 1524, 2168, 2818, 3452, 4078, 4698, 5348]",-0.129,"[252, 890, 1486, 2130, 2776, 3416, 4106, 4668, nan]","[420, 1062, 1658, 2300, 2952, 3584, 4214, 4834, 5478]",-0.244,0.172,"[538, 1184, 1800, 2428, 3082, 3712, 4334, 4966, 5614]","[640, 1282, 1880, 2526, 3172, 3806, 4434, 5056, 5702]",3026,II,75.994,[ 191  512  810 1131 1456 1773 2087 2398 2719],84.889,162.500,384.000,632.000,128.444
0.160,"[616, 1238, 1878, 2514, 3154, 3780, 4410, 5066, 5530]","[706, 1328, 1970, 2606, 3248, 3868, 4500, 5156, 5654]",-0.185,"[748, 1372, 2012, 2652, 3292, 3912, 4542, 5198, nan]","[836, 1458, 2098, 2738, 3376, 3998, 4628, 5286, nan]",-0.677,0.355,"[970, 1576, 2218, 2864, 3504, 4124, 4758, 5412, nan]","[1060, 1686, 2320, 2964, 3592, 4214, 4846, 5504, nan]",3027,II,77.924,[ 397  708 1028 1348 1667 1977 2293 2621 2874],94.444,86.250,307.250,619.250,126.000
0.017,"[464, 1376, 1758, 2558, 3482, 4310, 5144]","[520, 1460, 1878, 2640, 3528, 4380, 5220]",-0.041,"[670, 1510, 2052, 2584, 3620, 4346, nan]","[786, 1614, 2142, 2850, 3708, 4562, 5380]",-0.270,0.129,"[928, 1762, 2270, 2998, 3840, 4684, 5516]","[1066, 1878, 2402, 3112, 3924, 4828, 5670]",3028,II,64.375,[ 367  784 1047 1399 1828 2246 2663],76.286,146.667,404.667,765.333,136.571
0.156,"[nan, 622, 1268, 1908, 2540, 3198, 3846, 4494, 5134, 5694]","[164, 710, 1348, 1990, 2622, 3282, 3928, 4578, 5216, 5724]",-0.135,"[146, 678, 1398, 2040, 2586, 3248, 3980, 4628, 5266, nan]","[nan, 834, 1476, 2116, 2750, 3406, 4056, 4702, 5342, nan]",-0.112,0.352,"[nan, 962, 1600, 2240, 2872, 3532, 4180, 4828, 5468, nan]","[nan, 1056, 1698, 2340, 2972, 3630, 4278, 4928, 5566, nan]",3029,II,80.193,[ 181  398  718 1038 1355 1685 2008 2332 2652 2917],77.111,107.250,330.500,608.000,125.000
0.069,"[216, 1076, 1878, 2640, 3456, 4276, 5082]","[312, 1158, 1932, 2730, 3546, 4396, 5220]",-0.049,"[376, 1186, 1898, 2748, 3608, 4420, nan]","[502, 1306, 2114, 2920, 3734, 4546, 5364]",-0.159,-0.028,"[484, 1288, 2142, 2902, 3716, 4532, 5348]","[576, 1392, 2180, 2972, 3824, 4582, 5446]",3030,II,59.188,[ 226  629 1033 1437 1842 2250 2659],95.714,147.667,215.000,811.000,-10.571
